date,mid_price,ask_price,bid_price
2024-06-21 03:52:00,1.50555,1.50555,1.50555
2024-06-21 03:53:00,1.50557,1.50557,1.50557
2024-06-21 03:55:00,1.50543,1.50543,1.50543
2024-06-21 03:56:00,1.50521,1.50521,1.50521
2024-06-21 03:58:00,1.50512,1.50512,1.50512
2024-06-21 03:59:00,1.50503,1.50503,1.50503
2024-06-21 04:01:00,1.50498,1.50498,1.50498
2024-06-21 04:02:00,1.50476,1.50476,1.50476
2024-06-21 04:04:00,1.5048,1.5048,1.5048
2024-06-21 04:05:00,1.50478,1.50478,1.50478
2024-06-21 04:07:00,1.50503,1.50503,1.50503
2024-06-21 04:08:00,1.50512,1.50512,1.50512
2024-06-21 04:09:00,1.50519,1.50519,1.50519
2024-06-21 04:11:00,1.50514,1.50514,1.50514
2024-06-21 04:12:00,1.50523,1.50523,1.50523
2024-06-21 04:14:00,1.50534,1.50534,1.50534
2024-06-21 04:15:00,1.50512,1.50512,1.50512
2024-06-21 04:17:00,1.50507,1.50507,1.50507
2024-06-21 04:18:00,1.50521,1.50521,1.50521
2024-06-21 04:20:00,1.50523,1.50523,1.50523
2024-06-21 04:21:00,1.505,1.505,1.505
2024-06-21 04:23:00,1.50496,1.50496,1.50496
2024-06-21 04:24:00,1.50485,1.50485,1.50485
2024-06-21 04:25:00,1.50512,1.50512,1.50512
2024-06-21 04:27:00,1.50523,1.50523,1.50523
2024-06-21 04:28:00,1.50516,1.50516,1.50516
2024-06-21 04:30:00,1.5053,1.5053,1.5053
2024-06-21 04:31:00,1.50537,1.50537,1.50537
2024-06-21 04:33:00,1.50534,1.50534,1.50534
2024-06-21 04:34:00,1.50534,1.50534,1.50534
2024-06-21 04:36:00,1.50516,1.50516,1.50516
2024-06-21 04:37:00,1.50496,1.50496,1.50496
2024-06-21 04:38:00,1.50514,1.50514,1.50514
2024-06-21 04:40:00,1.50514,1.50514,1.50514
2024-06-21 04:41:00,1.50503,1.50503,1.50503
2024-06-21 04:43:00,1.50516,1.50516,1.50516
2024-06-21 04:44:00,1.50537,1.50537,1.50537
2024-06-21 04:46:00,1.50523,1.50523,1.50523
2024-06-21 04:47:00,1.50537,1.50537,1.50537
2024-06-21 04:49:00,1.50543,1.50543,1.50543
2024-06-21 04:50:00,1.5053,1.5053,1.5053
2024-06-21 04:52:00,1.50523,1.50523,1.50523
2024-06-21 04:53:00,1.50519,1.50519,1.50519
2024-06-21 04:54:00,1.50516,1.50516,1.50516
2024-06-21 04:56:00,1.50525,1.50525,1.50525
2024-06-21 04:57:00,1.50555,1.50555,1.50555
2024-06-21 04:59:00,1.50546,1.50546,1.50546
2024-06-21 05:00:00,1.5055,1.5055,1.5055
2024-06-21 05:02:00,1.50543,1.50543,1.50543
2024-06-21 05:03:00,1.5055,1.5055,1.5055
2024-06-21 05:05:00,1.50543,1.50543,1.50543
2024-06-21 05:06:00,1.50541,1.50541,1.50541
2024-06-21 05:08:00,1.50546,1.50546,1.50546
2024-06-21 05:09:00,1.5055,1.5055,1.5055
2024-06-21 05:10:00,1.50541,1.50541,1.50541
2024-06-21 05:12:00,1.50532,1.50532,1.50532
